bitrix_id,id,sub_category_id,name,slug,cross_number,old_image_x
F4-2114,890f302c-539b-4a15-a2ba-75aee5f80888,b39b9701-2e8b-4463-966e-6ea361b588fe,2.5 D TRANSIT  полукольца  std,2-5-d-transit-polukoltsa-std,"984F 6337 A1A, T117406, TW2014AM, 1686AF, AY 2083 SA STD , WLD D-9000

",/upload/iblock/06c/gbl0jymf6dpsl76qe9ceinzksm7ib1ws/Снимок.PNG
F4-2119,d342dfb1-86a2-4d25-a29b-49669261e04d,b39b9701-2e8b-4463-966e-6ea361b588fe,2.5 D TRANSIT полукольца 0.06,2-5-d-transit-polukoltsa-0-06,,
F4-2120,9bdc4c8a-c706-4150-b542-ffe0fdbd5c9c,b39b9701-2e8b-4463-966e-6ea361b588fe,CVH  полукольца коленвала   std к-т,cvh-polukoltsa-kolenvala-std-k-t,"6064814, 81SM 6A341 AA",
F4-2122,6face82c-7f77-45f8-a128-1e21057df80f,b39b9701-2e8b-4463-966e-6ea361b588fe,DOHC полукольца  +0.38 к-т,dohc-polukoltsa-0-38-k-t,"6162864,",
F4-2123,badc42a8-9b82-4912-8e37-ad03428c7b59,b39b9701-2e8b-4463-966e-6ea361b588fe,DOHC полукольца  std  к-т,dohc-polukoltsa-std-k-t,"6162863, 88WM 6A341 AA",
F4-2126,6128e35e-1ea1-4dee-8d7a-6c7da5bc2f74,b39b9701-2e8b-4463-966e-6ea361b588fe,OHC  полукольца коленвала +0.2 mm,ohc-polukoltsa-kolenvala-0-2-mm,,
F4-2127,f94b18f9-b296-4921-b170-be2b5d875277,b39b9701-2e8b-4463-966e-6ea361b588fe,OHC  полукольца коленвала std,ohc-polukoltsa-kolenvala-std,,
F4-2131,617ea898-9983-4d52-84dd-31f83b4e8cb0,b39b9701-2e8b-4463-966e-6ea361b588fe,OHV / HCS полукольца коленвала +0.38 к-т,ohv-hcs-polukoltsa-kolenvala-0-38-k-t,"6675109, 89BM 6A341 B2A",
F4-2132,288526d6-7de0-4f48-bc18-549aa76bf03c,b39b9701-2e8b-4463-966e-6ea361b588fe,OHV / HCS полукольца коленвала STD,ohv-hcs-polukoltsa-kolenvala-std,"6675107, 89BM 6A341 A2A",
F4-2134,73ee830e-133a-44ab-9b89-0474cfb46c13,b39b9701-2e8b-4463-966e-6ea361b588fe,Sierra / Scorpio 2.3 D / 2.5 D полукольца коленвала +0.2,sierra-scorpio-2-3-d-2-5-d-polukoltsa-kolenvala-0-2,,
F4-2136,c47589b4-e050-4a11-8df3-b05748e96275,b39b9701-2e8b-4463-966e-6ea361b588fe,Sierra / Scorpio 2.3 D / 2.5 D полукольца коленвала std,sierra-scorpio-2-3-d-2-5-d-polukoltsa-kolenvala-std,"CITROEN PEUGEOT9350015380, 9350015480, 011765, 011766, 32564, 7942993008, 32565, 7942993007",
F2-1,f40e3fa7-0630-4892-84c9-b15cc798bb84,cdd8fa4b-6aec-4237-8c7b-7b7661dd06ce,Автомобильный набор ARBORI Basic,avtomobilnyi-nabor-arbori-basic,AUTOFLEX NA0015,
F15-161,5926f822-588a-4cae-bd48-368b4e802e2a,80c66cba-3244-44d7-b2ed-51174130a17e,Электронный блок управления турбокомпрессором тип G-33 752406 Transit FWD 2.2 TDi 2006-2015,elektronnyi-blok-upravleniia-turbokompressorom-tip-g-33-752406-transit-fwd-2-2-tdi-2006-2015,"6NW009206. 8C10 6K682 BB, 1692434, 767933, 8C10-6K682-BB, 8C1Q6K682BB, 767933-5015 S, 767933-9015 S, 767933-5008 S, 767933-0015, 767933-0008, 767933 , 1692434",/upload/iblock/ea5/jvd0a4z16sps2j3oycyb3flqv8ebs925/Снимок.PNG
F15-162,c4aa2bd3-0a2b-4069-8992-d4aff3d408ae,80c66cba-3244-44d7-b2ed-51174130a17e,Электронный блок управления турбокомпрессором тип G-41 752406 Transit FWD 2.2 TDi 2006-2015,elektronnyi-blok-upravleniia-turbokompressorom-tip-g-41-752406-transit-fwd-2-2-tdi-2006-2015,"G-41 - G41 - 752406 - 6NW009206 - Турбокомпрессор привод G-41 752406 6NW 009 206 GT2052V 767933 для Ford Tourneo Transit VI 2,2 TDCi 85 кВт 103 кВт Duratorq 2006

G-41, 752406, 6NW-009-206, 6NW 009 206, 6NW009206

Модель:GT2052V

Турбо часть №.

767933, 767933-0008, 767933-0015, 767933-5008S, 767933-9015S, 797933-5015S

Турбо OEM NO.

8C106K682BB, 8C10-6K682-BB, 1692434",/upload/iblock/a0b/gq265cnm5twxav7fdncrjvrmmqv5hlfd/Снимок.PNG
F15-163,5143fff1-c057-48eb-96bb-ba1b19dce0ee,80c66cba-3244-44d7-b2ed-51174130a17e,Электронный блок управления турбокомпрессором тип G-72 767649 Transit RWD 2.2 TDi,elektronnyi-blok-upravleniia-turbokompressorom-tip-g-72-767649-transit-rwd-2-2-tdi,787556-5017 s 787556-0016 т,/upload/iblock/ebf/gim2bfc6k8sco6v4x9wpw5hp4h27phls/Снимок.PNG
F15-164,0b4fd5b4-9611-48db-8b21-f16098ae7295,80c66cba-3244-44d7-b2ed-51174130a17e,Электронный блок управления турбокомпрессором тип G-88 752406 Transit RWD 2.2 TDi,elektronnyi-blok-upravleniia-turbokompressorom-tip-g-88-752406-transit-rwd-2-2-tdi,"6NW009550, BK3Q6K682PC , Подходит для GTB1749VK 787556-5017 S, 787556-0017, 787556-0016, 787556-5016 S, BK3Q6K682PC, BK3Q6K682CB. BK3Q6K682HA, BK3Q-6K682-PC, BK3Q-6K682-HA, BK3Q-6K682-CB, 1717628, 1719695, 1760759, Модель:G-88G-088 G88G088 Артикул: 7 - 787556, 854800, 854800-5001 Вт, 787556-5022 с, 787556-5017 с, 787556-5016 с
Turbo OE NO.
BK3Q6K682PC, BK3Q6K682PB, BK3Q6K682CB, 1760759, 1717628, 1719695, BK3Q-6K682-PC, BK3Q-6K682-PB, BK3Q-6K682-CB / ACQ
ASF7628",/upload/iblock/bed/5mjk1mzvmbv4mclbgipbzbzhmakhphli/Снимок.PNG
276622,90ef8f97-ed05-4d2c-b7cb-bf77d55d8a41,80c66cba-3244-44d7-b2ed-51174130a17e,"Электрический привод для FORD TRANSIT EURO 5 MK7 MK8 2,2 TDCi G-059",elektricheskii-privod-dlia-ford-transit-euro-5-mk7-mk8-22-tdci-g-059,G59 - G-59 - 2239481,/upload/iblock/dd8/xhvfxj889s88upacdsj699uj2euggzy2/Снимок.PNG
377282,45d0ecd4-0970-495c-81e3-1e4bb710a328,80c66cba-3244-44d7-b2ed-51174130a17e,Актуатор турбины (6NW009206 G-34),aktuator-turbiny-6nw009206-g-34,Актуатор турбины (6NW009206 G-34),/upload/iblock/48c/j6q2jju1gzrz61nt9fc3cwlzf2y9b4j4/8fumoov1rnrfw5zzf64fp01jqk48b6e5.jpeg
377341,dab7967d-c87b-40ea-ac2f-03ec9de65993,80c66cba-3244-44d7-b2ed-51174130a17e,     Актуатор турбины (6NW009206 G-74),aktuator-turbiny-6nw009206-g-74,,/upload/iblock/c30/gh28084v78x2tvfob9axv5p0egrl27mp/0f576fd1-3a29-45fd-91fa-7fe1af198bd0.jpeg
378002,f91d1e74-7cec-41c7-867e-b3c90daf7b5c,80c66cba-3244-44d7-b2ed-51174130a17e,Привод актуатора турбины,privod-aktuatora-turbiny,,/upload/iblock/29d/xyagjcw29xhgcgea9ftg8nyfkq35hak2.jpeg
F10-1,c8d0da04-6cd5-4c35-8e16-e458b9aea7c5,2f1e0528-9068-4f0e-8135-b840f6053357,C-Max 2010-> задний,c-max-2010-zadnii,"1728520, 1751385, 1728519, 1710317, AV6118080AAH, 1686054, AV6118080CBD, 1690801, 1690804, AV6118080CBC, AV6118080CBF, AV6118080CAH, AV6118080AAE, 1751386, 1682554, 1699190, AV6118080CAF, 1728518, 1751387, 1728519, 1690801, 1751386, 1728518, 1710317,",/upload/iblock/d43/0cc34ibnoh5p4y1uz9kaly5ax2eiel5c/TRW-JGT1206T-AMORTYZATOR.jpg
F10-2,65eb3f9d-47c8-4de6-b714-ed0487f78065,2f1e0528-9068-4f0e-8135-b840f6053357,Connect LH передний,connect-lh-perednii,"2T14 18K001 BK, 1517774, 7T16 18K001 AB, 2T14 18K001 BJ, 1541948, 4436445, 2T14 18K001 BK, 1518923, VNE-E337",/upload/iblock/638/wbzmu49ue820owmtcaqolv7m7ab96eom/IMG-7890120888550575332.webp
F10-9,9e133b60-a1b4-46ae-bb70-b3434e3c9c97,2f1e0528-9068-4f0e-8135-b840f6053357,Connect RH передний,connect-rh-perednii,"2T14 18045 BJ, 7T16 18045 AB, 1619298, 2T14 18045 BK, 1518924, 2T14 18045 DE, 1520658, 5T16 18045 AB, 1518871",/upload/iblock/bee/di5f256do891do9nj5nj1ximwl0eod0b/IMG-7890120888550575332.webp
F10-16,6c890b46-b60c-4b19-ad70-6fcfecc8c765,2f1e0528-9068-4f0e-8135-b840f6053357,Connect задний,connect-zadnii,"2T14 18080 DJ, 5177817, 1367787, 2T1418008AA, 2T1418008BA, 2T1418008BB, 2T1418008BC, 2T1418008BD, 2T1418008EE, 2T1418008EF, 2T1418080CD, 2T1418080CE, 2T1418080CF, 2T1418080CG, 2T1418080CH, 2T1418080DD, 2T1418080DE, 2T1418080DG, 2T1418080DH, 2T1418080 - PROFIT
20020866",/upload/iblock/9be/mqlsk4kbyy41xeow2vh6vkn60o767ozq/11207356907570.jpg
F10-26,e29044b9-66d2-4c8b-9b8a-e773bf8b7c79,2f1e0528-9068-4f0e-8135-b840f6053357,Custom 2014- передний,custom-2014-perednii,"1842205, BK21 18045 JB",/upload/iblock/d2b/hdjd4lj48in9v1ymoxr99ji2kflqpkku/Ford_1842205_original.webp
F10-28,042775a1-0228-487a-9b0d-9a7f8a96188c,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1980-90 Van задний,escort-1980-90-van-zadnii,,
F10-29,e8ec0c79-68f0-4c01-bdbf-0ccf324af070,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1980-90 задний,escort-1980-90-zadnii,"1595835, 1595836, 1595837, 1610587, 5006154, 5006156, 5006160, 5006332, 6094297, 6094298, 6094299, 6100720, 6100721, 6107191, 6112752, 6112753, 6115167, 6130659, 6130660, 6130661, 6146198, 82AB18K076CA, 82AB18K076DA, 82AB18K076EA, 82AB18K076FA, 84AB1",/upload/iblock/fc3/y8p6k3ufsn0rnqurciodd8o6hotrlqw3/1.png
F10-31,8d8aebda-bdf4-4cf2-b1a0-82f340fc36e4,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1983-90 передний,escort-1983-90-perednii,"84 AB-18045-FD, 5 010 933, 84 AB-18045-FC / 5 010 929 / A 850X-18045-BDA / 84 AB-18045-BD / 5 010 928 / A 840X-18045-ABA / 84 AB-18045-AE / A 830X-18045-SA / 84 AB-18045-AD / A 830X-18045-LA / 84 AB-18045-AC / A 830X-18045-KA / 84 AB-18045-AB / 86",
F10-39,33901048-2cd4-48e2-a0b3-7067e2f291c0,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1990-00 Van задний,escort-1990-00-van-zadnii,"1302268, 6536460, 1019331, 95AB18080GA, 1302268, 62842, AM91AX18080EB, 6536460, 6536461, 91AB18080EB, 6659789, 95AX18080GA, 1018569, 91AX18080EB, 91AB18080GB, 1106730",/upload/iblock/e18/8pqy173rt9b0yokp62rqqxr6najbc1ej/1.png
F10-44,d2c3e588-6e0b-4dfc-8556-e8154b3210a8,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1990-95 задний,escort-1990-95-zadnii,"6586436, 6591492, 6623473, 6623474, 6705925, 91AB18K076AD, 91AB18K076BD, 91AB18K076BE, 91AB18K076CD, 91AB18K076HD, 94AB18K076AA, 94AB18K076BA, 95AB18K076CC, 95AB18K076EC, 95AB18K076JC, 95AB18K076KC, 95AX18K076AC, 95AX18K076CC, 95AX18K076EC, 95AX18K07",
F10-50,e466bff9-26d8-4fc2-858a-2cc4468a398c,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1990-95 передний с планкой,escort-1990-95-perednii-s-plankoi,"91AX18045CC, 91AB18045AC, 93AB18045AA, 91AB18045CC, 5024153, 5024149, 1302258, 91AB18045DC, 91AX18045HC, 91AX18045AC, 5027721, 93AX18045AA, 93AX18045BA, 5027720, 5024151, 91AB 18045 HC, 93AB18045BA",/upload/iblock/6b2/vw6o4yoyjj6s0r3bcrhuwdosbcwg8p6b/5.webp
F10-54,859710bb-3cf2-48be-bffd-987d007893ee,2f1e0528-9068-4f0e-8135-b840f6053357,Escort 1995-00 задний,escort-1995-00-zadnii,"95AX18K076EC, 95AB18K076GB, 1026791, 95AB18K076JE, 95AB18K076EE, 95AX18K076KD, 7385554, 1022128, 1022130, 5031026, 95AX18K076ED, 1012359, 95AB18K076KE, 1010887, 95AB18K076BE, 1012352, 1022125, 95AB18K076AE, 95AB18K076EC, 95AB 18K076 GA",/upload/iblock/d3c/qh1yd3x39qv593op38j4oe0h1i0h8sz1/1.png
F10-61,a4cba77f-bc80-4c34-958c-2f67d1b89c3f,2f1e0528-9068-4f0e-8135-b840f6053357,Explorer 2011->  передний левый,explorer-2011-perednii-levyi,BB5Z18124B,/upload/iblock/64f/5w0nbcp8dgovzcrxld38q0xoboh1gn4s/1.png
F10-62,d7cf5cba-7a66-4118-ac34-0f5aeadf986e,2f1e0528-9068-4f0e-8135-b840f6053357,Explorer 2011->  передний правый,explorer-2011-perednii-pravyi,BB5Z18124D,/upload/iblock/e7c/0tam81r0xrw26e7ktnq7t9vxgce322de/1.png
F10-65,227a443c-bcb7-4832-9e58-8e47b9cf8921,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 1989-1995 задний,fiesta-1989-1995-zadnii,94FB 18K076 BA,/upload/iblock/641/b5vgqhrk22fwkgtuo89mppx51qlf5dsk/1.png
F10-67,d89dd754-e576-4230-8e5a-aee5dcea4693,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 1989-1996 передний,fiesta-1989-1996-perednii,,
F10-70,1ec7281c-311e-4360-be18-086ee871fa67,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 1994-2000 зад. Courier,fiesta-1994-2000-zad-courier,"1011394, 6728026, 6790330, 68019, 68022, 92FB18K076AA, 92FB18K076AF, 92FB 18K076 AG, 6728026",/upload/iblock/85d/ji3ns2ak6z498r5k5aqarncgpf50vnwa/1.png
F10-72,7899d83a-6bb8-4e68-8327-7fe6122e563d,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 1995-1998 / KA 1995-2008 задний газовый,fiesta-1995-1998-ka-1995-2008-zadnii-gazovyi,"1036846, 96FX18K076AL, 97KB18K076AF, 1056125, 1E0028700, 97KB18K076CC, 1028704, 1133935, 1085442, 1036555, 5030477, 1E0028700A, 96FX18K076EA, 97KB18K076CD, 97KX18K076CG, 1003644, 1084736, 6728026, 92FB18K076AF, 97KB18K076CA, 1059168, 1059166, 92FB18K",/upload/iblock/450/my0zqwbt6rhm4wgmq9fuo9d58nf2wzrt/1.png
F10-74,5ad32ae4-1710-4986-9480-1e16cd789171,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 1996-2001 передний см. LF998,fiesta-1996-2001-perednii-sm-lf998,"96FX18045EL, 96FB18045MA, 1018699, 1065447, 96FX18045NA, 1088076, 1018694, 96FB18045KC, 1050816, 1E1234910B, 1E0434910, 96FB18045KF, 96FX18045KA, 1077557, 96FX18045JB, 1022145, 1088072, 1088073, 1079208, 1065443, 1018696, 1018698, 1E0434910B, 96FX180",/upload/iblock/c6b/cl2d9sh84vlzq74q792835b7v4tsgy8q/1.png
F10-77,54442003-ca41-4e9f-acfe-fc8b99d7a06e,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 1998-2001 задний газовый,fiesta-1998-2001-zadnii-gazovyi,"1119596, 98FX 18K076 AC",/upload/iblock/293/kbj11vdpej2qultgpnnxcggz2sqlpaj2.jpg
F10-79,43a17e2b-bc8a-4752-999f-4546427c5ff2,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 2002-2008 задний,fiesta-2002-2008-zadnii,"1305638, 1208718, 1233576, 1354939, 2S6118008AA, 2S6118008AB, 2S6118008BJ, 2S6118008BK, 2S6118008BL, 2S6118080BJ, 2S6118080BK, 3M7118080AD, D3502870XD, DD322870X / SCH 311897
",/upload/iblock/f46/yl6tm7fesl6a7jlh27x39ki35cn289pb/загружено.jpeg
F10-86,08d48bcf-1b69-4ebd-b94c-b38a4a25c35a,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 2002-2008 пер. L,fiesta-2002-2008-per-l,"1207446, 1227711, 2N1118146AB, 1207446, 1227711, 2N1118146AB, 1227711, 1207446, 2N11 18146 AB, 2N1118146AB",/upload/iblock/2b1/sxdoeunk1eetv44vhl9hsso69h082rel/6469964842.webp
F10-92,2f4b7f34-08dd-4d86-bdba-d7c1b123ef07,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 2002-2008 пер. R,fiesta-2002-2008-per-r,"2S6118145AA, 1216073, 1206034, 1227710, 2S6118145AH, 1310092, 2S6118145AB, 2S6118145AD, 2S61 18145 AC",/upload/iblock/c2e/pt37100nlvbs5zn400v361kk7h3k8y7n/6469964842.webp
F10-96,5172a38c-d259-4af2-8eeb-c30457156498,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 2008- задний,fiesta-2008-zadnii,"8V51 18080 CB, 1576245, 8V5118080BD, D65128700B, 1527161, 8V5118080BE, 1721237, 1514407, 8V5118080BC, 8V5118080BF, 8V5118080BG, DF7128700, 1547176, 1527161, D65128700B, 8V5118080BF, 8V5118080BC, 8V5118080BD, 8V5118080BG, DF7128700B, D65128700, 8V5118",
F10-99,ca312748-8b81-412a-8d8d-73db0512a00f,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 2008- передний LH,fiesta-2008-perednii-lh,"1561828, 8V5118045DE, 8V5118045CD, 8V5118K001CD, 8V5118K001DE, 8V5118045BH, 1535747, 8V5118K001BH, 8V5118045BG, 1740294, 8V5118045ED, 1713959, 1561830, 1737264, 1547173, 1555038, 1561833, 8V5118045CE, 8V5118K001EE, 8V5118K001CC, 1514406, 1561834 / SCH 315241
",
F10-102,9e55bf6d-b9a8-4a90-91d8-845452524ba0,2f1e0528-9068-4f0e-8135-b840f6053357,Fiesta 2008- передний RH,fiesta-2008-perednii-rh,"1561834, 1514406, 1535228, 1535749, 1547174, 1547175, 1547219, 1547220, 1555037, 1555038, 1561834, 1561835, 1561838, 1561840, 1713973, 1713974, 1713975, 1713976, 1730506, 1737252, 1740294, 1740298, 8V5118045BC, 8V5118045BD, 8V5118045BE, 8V5118045BF, SCH 315242
",
F10-105,53920c4f-f578-4f59-9da3-108b0a2fe736,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 1998-2004 задний HB / SDN,focus-1998-2004-zadnii-hb-sdn,"1202657, 1201877, 2M5V18080AA, 4417789, 1073474, 98AG18080MS, 98AG 18080 MS, 1075584, 1073476, 1077625, 1075585, 1078726, 1085913, 1M5O18080AA, 1075583, 1076013, 1075582, 1M5O18080AE, 1073478, 1076016, 1087966, 1079558, 1073477, 1073479, 1077626",/upload/iblock/8ed/uirw4w93vx1mrz53bwlhv3qdgvzrpblm/1.png
F10-112,322398d5-27fa-4974-98f2-50ab1590b658,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 1998-2004 задний Turnier,focus-1998-2004-zadnii-turnier,"1085814, 1085815, 1107059, 1087963, 1087964",
F10-116,794b1ab5-f167-435c-8c87-2f45e8182ad1,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 1998-2004 передний LH газ.,focus-1998-2004-perednii-lh-gaz,"1202648, 1069138, 1069142, 1069143, 1069147, 1070752, 1070753, 1071065, 1073884, 1073886, 1073889, 1074106, 1074111, 1074112, 1074113, 1074114, 1074115, 1087125, 1087126, 1087127, 1088217, 1088218, 1088227, 1088231, 1088234, 1088237, 1088238, 1111003",/upload/iblock/1aa/qkx0u87t84luy0h0ukf6ui1pg7vrotoq/d25c5a1b-a38c-4b2c-871a-f81ba55edd79_p-optimal-amortyzator-przod-lewy-ford-focus-98-05-zamiennik-pro-a-3063gl-opt.webp
F10-126,77b5aab7-b37c-498f-baf2-e1b2a6e2bc0b,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 1998-2004 передний RH газ.,focus-1998-2004-perednii-rh-gaz,"1068770, 1069130, 1069131, 1069149, 1070564, 1070683, 1071064, 1073878, 1073884, 1073885, 1073886, 1073887, 1073889, 1074114, 1074115, 1085811, 1085812, 1085813, 1088194, 1088204, 1088211, 1088217, 1088218, 1088237, 1111001, 1111003, 1111004, 1111005",/upload/iblock/5e8/s9w1oj982n3v242wt4y6nc3ij65vfw31/8001939_1.jpg
F10-134,4448f994-28df-4c3f-8aa1-b073e1940bd6,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 2005-2011 / C-Max 2005-2011 передний LH,focus-2005-2011-c-max-2005-2011-perednii-lh,"A61198FENOX, A61230FENOX, 4M51 18B039 AA, 1318111, 1318112, 1318113, 1318903, 1318904, 1318905, 1318906, 1325089, 1325090, 1325101, 1325102, 1325103, 1325699, 1325704, 1325705, 1330821, 1348848, 1348854, 1360161, 1360165, 1362669, 	1619274",/upload/iblock/9aa/k9x21nnqq69auclwrvin6as3qw2282rw/Car-Front-Shock-Absorber-1318111-for-Ford-C-Max.webp
F10-141,affd04bf-e69a-4213-98bf-7573fad24366,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 2005-2011 / C-Max 2005-2011 передний RH,focus-2005-2011-c-max-2005-2011-perednii-rh,"A61231FENOX, A61199FENOX, 4M51 18B038 AA, 1306048, 1306049, 1318108, 1318109, 1318110, 1318111, 1318112, 1318113, 1318903, 1318904, 1318905, 1318906, 1325089, 1325090, 1325098, 1325099, 1325100, 1325101,",/upload/iblock/23c/u3w9j01kb991whztqsmbzpshftv7qaho/Amortyzatory-TRW-PRZOD-FOCUS-II-C-MAX-JGM6078T.jpeg
F10-150,91a12fbb-6d07-493b-8456-20d70cb2bd91,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 2005-2013 универсал задний газ,focus-2005-2013-universal-zadnii-gaz,"1341063, 1348869, 1363150, 1363342, 1363345, 1363951, 1363952, 1368975, 1369952, 1455903, 1468808, 1468813, 1477824, 1477825, 1545024, 1547482, 1575022, 1697748, 4M5118080AAC, 4M5118080BAC, 4M5118080BAD, 4M5118080BAE, 4M5118080BAF, 4M5118080BAG, 4M51",
F10-154,13854eb6-ba95-49fe-b340-75f859e019e7,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 2011-2014 / C-Max 2011-> передний ЛЕВЫЙ,focus-2011-2014-c-max-2011-perednii-levyi,"1703061, 1703062, 1709759, 1709760, 1710069, 1722080, 1731863, BV6118K001AAB, BV6118K001AAC, BV6118K001ABC, BV6118K001ACB, BV6118K001ACC, BV6118K001ACD, BV6118K001ADA, 1703061, 1703062, 1709759, 1709760, 1710069, 1722080, 1731863, BV6118K001AAB, SACHS
315469 / AV61 18K001 CBE - 1710545 - 1682555 -AV61 18K001 CAB - 1844591 -1779704 - 1704766 - 1710074 -1709761 -BV61 18K001 AGA -BV61 18K001 BBB -BV61 18K001 -1851890 -BV61 18K001 SBF - CV61 18K001 CAB -BV61 18K001 BCC -BV61 18K001 BBC - PS9710633",/upload/iblock/412/dj778h61733q2fcwjnt3it2limop3f0u/367_133-923.webp
F10-158,8e5e6012-7523-432b-922e-d8b5cedd3d58,2f1e0528-9068-4f0e-8135-b840f6053357,Focus 2011-2014 / C-Max 2011-> передний ПРАВЫЙ,focus-2011-2014-c-max-2011-perednii-pravyi,"1710547, BV61 18045 AB / 1709764 -1851885 - BV61 18045 BBC - BV61 18045 BCC - 1781465 - BV61 18045 SBF - BV61 18045 SBE -BV61 18045 AGA -1851884 1710078 -1703080 -BV61 18045 BBB - 1756837 -CV61 18045 CAB -1844588 -1779703 -BV61 18045 AFA -BV61 18045 AEA - PS9710631",/upload/iblock/852/dd0uz6gfxax39txinm2v057rcmiuckqf/0000111.jpeg
F10-162,82bd66c2-0377-43a8-b6a4-99a35349589d,2f1e0528-9068-4f0e-8135-b840f6053357,Focus II / C-Max пер LH (+ST),focus-ii-c-max-per-lh-st,6M5Y 18K001 AAB,
F10-163,aa7056eb-2c1d-4468-bf50-68614319ecfc,2f1e0528-9068-4f0e-8135-b840f6053357,Focus II-III / C-MAX задний,focus-ii-iii-c-max-zadnii,"E1340, 1360152, 1360153, 1318907, 1330819, 1325963, 1234195, 1325966,1881214, A22001FENOX, 3M51 18008 SBB 1681184, 1682554, 1686054, 1690801, 1690804, 1699190, 1703060, 1709765, 1710093, 1710317, 1725049, 1725050, 1728518, 1728519, 1728520, 1751386,",
F10-171,b2c6660d-78dc-446d-bc42-18cc05aa75f1,2f1e0528-9068-4f0e-8135-b840f6053357,Fusion  LH передний газ,fusion-lh-perednii-gaz,"1207446, 1215298, 1215299, 1227709, 1227711, 1231002, 1231003, 1309693, 1309694, 2N1118045AJ, 2N1118045AK, 2N1118045AL, 2N1118145AA, 2N1118145AB, 2N1118145AC, 2N1118145AD, 2N1118145AE, 2N1118146AA, 2N1118146AB, 2N1118146AC, 2N1118146AD, 2N1118146AE, ",/upload/iblock/322/g4sjgu6ro69hyyoze7or7nqc600ridye/Снимок.PNG
F10-177,b9f1bb7d-1dc3-44c9-b736-785fbb96488d,2f1e0528-9068-4f0e-8135-b840f6053357,Fusion  RH передний газ,fusion-rh-perednii-gaz,"1207446, 1215298, 1215299, 1227709, 1227711, 1231002, 1231003, 1309693, 1309694, 2N1118045AJ, 2N1118045AK, 2N1118045AL, 2N1118145AA, 2N1118145AB, 2N1118145AC, 2N1118145AD, 2N1118145AE, 2N1118146AA, 2N1118146AB, 2N1118146AC, 2N1118146AD, 2N1118146AE, ",/upload/iblock/95b/c2h0pjp4snoqnjml1zm3kxx0iple7uw4/HTB1XiyDaL1H3KVjSZFBq6zSMXXa2.jpg
F10-182,9649ab4f-5e4e-4deb-9e00-9950f7a866af,2f1e0528-9068-4f0e-8135-b840f6053357,Fusion 02- задний газ,fusion-02-zadnii-gaz,"1768532,1768584, 2S61 18008 AE",
F10-188,4b40950c-ce7e-4c31-b4d7-84cf3ae9075a,2f1e0528-9068-4f0e-8135-b840f6053357,Ka 1996-2008  передний,ka-1996-2008-perednii,"1028386, 1034418, 1037186, 1061280, 1061281, 1085411, 1087514, 97KB 18045 BC, 97KB-18045-BD, 97KB-18045-BE, 97KB-18045-EB, 97KX-18045-BC",
F10-189,fffb1799-e0e9-495e-9b4e-111e6743291d,2f1e0528-9068-4f0e-8135-b840f6053357,Kuga 2008-2012 передний Левый,kuga-2008-2012-perednii-levyi,7742197 SP,/upload/iblock/f57/5jsaxxkikgs3x6rkfhw42h92jparqfax/preview.jpg
